1032	326
1033	326
1034	67
1035	801
1036	801
1037	326
1038	326
1039	326
1040	67
1041	801
1042	801
1043	326
1044	326
1045	326
1046	67
1047	801
1048	801
1049	326
1050	326
1051	326
1052	67
1053	801
1054	326
1055	326
1056	326
1057	67
1058	801
1059	801
1060	326
1061	326
1062	326
1063	67
1064	801
1065	801
1066	326
1067	326
1068	326
1069	67
1070	801
1071	801
1072	326
1073	326
1074	326
1075	67
1076	801
1077	801
1078	326
1079	326
1080	326
1081	67
1082	801
1083	801
1084	326
1085	326
1086	67
1087	776
1088	801
1089	801
1090	326
1091	326
1092	326
1093	67
1094	776
1095	801
1096	801
1097	326
1098	326
1099	326
1100	67
1101	801
1102	801
1103	326
1104	326
1105	326
1106	67
1107	801
1108	801
1109	326
1110	326
1111	326
1112	67
1113	801
1114	801
1115	326
1116	326
1117	326
1118	67
1119	801
1120	801
1121	326
1122	326
1123	326
1124	67
1125	801
1126	801
1127	326
1128	326
1129	326
1130	67
1131	801
1132	801
1133	326
1134	326
1135	326
1136	67
1137	801
1138	801
1139	326
1140	326
1141	326
1142	67
1143	801
1144	801
1145	326
1146	326
1147	326
1148	67
1149	776
1150	801
1151	801
1152	326
1153	326
1154	326
1155	67
1156	801
1157	801
1158	326
1159	326
1160	326
1161	67
1162	776
1163	801
1164	801
1165	326
1166	326
1167	326
1168	67
1169	801
1170	801
1171	326
1172	326
1173	67
1174	776
1175	801
1176	801
1177	326
1178	326
1179	326
1180	67
1181	801
1182	801
1183	326
1184	326
1185	326
1186	326
1187	326
1188	326
1189	67
1190	776
1191	801
1192	801
1193	326
1194	326
1195	326
1196	67
1197	776
1198	801
1199	801
1200	326
1201	326
1202	326
1203	67
1204	776
1205	801
1206	801
1207	326
1208	326
1209	326
1210	67
1211	801
1212	801
1213	326
1214	326
1215	326
1216	67
1217	776
1218	801
1219	801
1220	326
1221	326
1222	326
1223	67
1224	776
1225	801
1226	801
1227	326
1228	326
1229	326
1230	67
1231	801
1232	801
1233	326
1234	326
1235	326
1236	67
1237	776
1238	801
1239	801
1240	326
1241	326
1242	326
1243	67
1244	776
1245	801
1246	801
1247	326
1248	326
1249	326
1250	67
1251	801
1252	801
1253	326
1254	326
1255	326
1256	67
1257	801
1258	801
1259	326
1260	326
1261	326
1262	67
1263	801
1264	801
1265	326
1266	326
1267	326
1268	67
1269	776
1270	801
1271	801
1272	326
1273	326
1274	326
1275	67
1276	776
1277	801
1278	801
1279	326
1280	326
1281	326
1282	67
1283	801
1284	801
1285	326
1286	326
1287	326
1288	67
1289	776
1290	801
1291	801
1292	326
1293	326
1294	326
1295	326
1296	67
1297	776
1298	801
1299	801
1300	326
1301	326
1302	326
1303	67
1304	801
1305	801
1306	326
1307	326
