1032	342
1033	420
1034	76
1035	775
1036	766
1037	448
1038	342
1039	420
1040	76
1041	775
1042	766
1043	448
1044	342
1045	420
1046	76
1047	775
1048	766
1049	448
1050	342
1051	420
1052	76
1053	766
1054	448
1055	342
1056	420
1057	76
1058	775
1059	766
1060	448
1061	342
1062	420
1063	76
1064	775
1065	766
1066	448
1067	342
1068	420
1069	76
1070	775
1071	766
1072	448
1073	342
1074	420
1075	76
1076	775
1077	766
1078	448
1079	342
1080	420
1081	76
1082	775
1083	766
1084	448
1085	342
1086	76
1087	732
1088	775
1089	766
1090	448
1091	342
1092	420
1093	76
1094	732
1095	775
1096	766
1097	448
1098	342
1099	420
1100	76
1101	775
1102	766
1103	448
1104	342
1105	420
1106	76
1107	775
1108	766
1109	448
1110	342
1111	420
1112	76
1113	775
1114	766
1115	448
1116	342
1117	420
1118	76
1119	775
1120	766
1121	448
1122	342
1123	420
1124	76
1125	775
1126	766
1127	448
1128	342
1129	420
1130	76
1131	775
1132	766
1133	448
1134	342
1135	420
1136	76
1137	775
1138	766
1139	448
1140	342
1141	420
1142	76
1143	775
1144	766
1145	448
1146	342
1147	420
1148	76
1149	732
1150	775
1151	766
1152	448
1153	342
1154	420
1155	76
1156	775
1157	766
1158	448
1159	342
1160	420
1161	76
1162	732
1163	775
1164	766
1165	448
1166	342
1167	420
1168	76
1169	775
1170	766
1171	448
1172	342
1173	76
1174	732
1175	775
1176	766
1177	448
1178	342
1179	420
1180	76
1181	775
1182	766
1183	448
1184	342
1185	420
1186	448
1187	342
1188	420
1189	76
1190	732
1191	775
1192	766
1193	448
1194	342
1195	420
1196	76
1197	732
1198	775
1199	766
1200	448
1201	342
1202	420
1203	76
1204	732
1205	775
1206	766
1207	448
1208	342
1209	420
1210	76
1211	775
1212	766
1213	448
1214	342
1215	420
1216	76
1217	732
1218	775
1219	766
1220	448
1221	342
1222	420
1223	76
1224	732
1225	775
1226	766
1227	448
1228	342
1229	420
1230	76
1231	775
1232	766
1233	448
1234	342
1235	420
1236	76
1237	732
1238	775
1239	766
1240	448
1241	342
1242	420
1243	76
1244	732
1245	775
1246	766
1247	448
1248	342
1249	420
1250	76
1251	775
1252	766
1253	448
1254	342
1255	420
1256	76
1257	775
1258	766
1259	448
1260	342
1261	420
1262	76
1263	775
1264	766
1265	448
1266	342
1267	420
1268	76
1269	732
1270	775
1271	766
1272	448
1273	342
1274	420
1275	76
1276	732
1277	775
1278	766
1279	448
1280	342
1281	420
1282	76
1283	775
1284	766
1285	448
1286	342
1287	420
1288	76
1289	732
1290	775
1291	766
1292	448
1293	342
1294	342
1295	420
1296	76
1297	732
1298	775
1299	766
1300	448
1301	342
1302	420
1303	76
1304	775
1305	766
1306	448
1307	342
