1032	328
1033	396
1034	42
1035	695
1036	718
1037	464
1038	328
1039	396
1040	42
1041	695
1042	718
1043	464
1044	328
1045	396
1046	42
1047	695
1048	718
1049	464
1050	328
1051	396
1052	42
1053	718
1054	464
1055	328
1056	396
1057	42
1058	695
1059	718
1060	464
1061	328
1062	396
1063	42
1064	695
1065	718
1066	464
1067	328
1068	396
1069	42
1070	695
1071	718
1072	464
1073	328
1074	396
1075	42
1076	695
1077	718
1078	464
1079	328
1080	396
1081	42
1082	695
1083	718
1084	464
1085	328
1086	42
1087	588
1088	695
1089	718
1090	464
1091	328
1092	396
1093	42
1094	588
1095	695
1096	718
1097	464
1098	328
1099	396
1100	42
1101	695
1102	718
1103	464
1104	328
1105	396
1106	42
1107	695
1108	718
1109	464
1110	328
1111	396
1112	42
1113	695
1114	718
1115	464
1116	328
1117	396
1118	42
1119	695
1120	718
1121	464
1122	328
1123	396
1124	42
1125	695
1126	718
1127	464
1128	328
1129	396
1130	42
1131	695
1132	718
1133	464
1134	328
1135	396
1136	42
1137	695
1138	718
1139	464
1140	328
1141	396
1142	42
1143	695
1144	718
1145	464
1146	328
1147	396
1148	42
1149	588
1150	695
1151	718
1152	464
1153	328
1154	396
1155	42
1156	695
1157	718
1158	464
1159	328
1160	396
1161	42
1162	588
1163	695
1164	718
1165	464
1166	328
1167	396
1168	42
1169	695
1170	718
1171	464
1172	328
1173	42
1174	588
1175	695
1176	718
1177	464
1178	328
1179	396
1180	42
1181	695
1182	718
1183	464
1184	328
1185	396
1186	464
1187	328
1188	396
1189	42
1190	588
1191	695
1192	718
1193	464
1194	328
1195	396
1196	42
1197	588
1198	695
1199	718
1200	464
1201	328
1202	396
1203	42
1204	588
1205	695
1206	718
1207	464
1208	328
1209	396
1210	42
1211	695
1212	718
1213	464
1214	328
1215	396
1216	42
1217	588
1218	695
1219	718
1220	464
1221	328
1222	396
1223	42
1224	588
1225	695
1226	718
1227	464
1228	328
1229	396
1230	42
1231	695
1232	718
1233	464
1234	328
1235	396
1236	42
1237	588
1238	695
1239	718
1240	464
1241	328
1242	396
1243	42
1244	588
1245	695
1246	718
1247	464
1248	328
1249	396
1250	42
1251	695
1252	718
1253	464
1254	328
1255	396
1256	42
1257	695
1258	718
1259	464
1260	328
1261	396
1262	42
1263	695
1264	718
1265	464
1266	328
1267	396
1268	42
1269	588
1270	695
1271	718
1272	464
1273	328
1274	396
1275	42
1276	588
1277	695
1278	718
1279	464
1280	328
1281	396
1282	42
1283	695
1284	718
1285	464
1286	328
1287	396
1288	42
1289	588
1290	695
1291	718
1292	464
1293	328
1294	328
1295	396
1296	42
1297	588
1298	695
1299	718
1300	464
1301	328
1302	396
1303	42
1304	695
1305	718
1306	464
1307	328
